#group,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string,string,string,double,dateTime:RFC3339
#default,median,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_field,_measurement,class,host,location,metric_type,model,sensorid,sensorplatform,sensortype,type,_value,_time
,,7,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,359271.875,2026-07-07T14:35:00Z
,,7,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,343781.875,2026-07-07T14:36:00Z
,,7,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,360298.40625,2026-07-07T14:37:00Z
,,7,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,359656.40625,2026-07-07T14:38:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.498444,2026-07-07T14:25:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.541702,2026-07-07T14:26:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.435959,2026-07-07T14:27:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.474411,2026-07-07T14:28:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.512863,2026-07-07T14:29:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.493637,2026-07-07T14:30:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.450378,2026-07-07T14:31:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.450378,2026-07-07T14:32:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.474411,2026-07-07T14:33:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.421539,2026-07-07T14:34:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.488831,2026-07-07T14:35:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.464798,2026-07-07T14:36:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.493637,2026-07-07T14:37:00Z
,,8,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch00,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.464798,2026-07-07T14:38:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.478686,2026-07-07T14:25:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.45872,2026-07-07T14:26:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.40499,2026-07-07T14:27:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.323519,2026-07-07T14:28:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.477267,2026-07-07T14:29:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.437514,2026-07-07T14:30:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.523554,2026-07-07T14:31:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.304431,2026-07-07T14:32:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.374154,2026-07-07T14:33:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.407515,2026-07-07T14:34:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.468301,2026-07-07T14:35:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.431897,2026-07-07T14:36:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.430434,2026-07-07T14:37:00Z
,,9,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,mc,physical,7.439631,2026-07-07T14:38:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,112927.523438,2026-07-07T14:25:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,113544.546875,2026-07-07T14:26:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,115610.726562,2026-07-07T14:27:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,118458.015625,2026-07-07T14:28:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,112951.835938,2026-07-07T14:29:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,114366.609375,2026-07-07T14:30:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,111469.9375,2026-07-07T14:31:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,119194.945312,2026-07-07T14:32:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,116637.984375,2026-07-07T14:33:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,115546.8125,2026-07-07T14:34:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,113303.25,2026-07-07T14:35:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,114613.328125,2026-07-07T14:36:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,114614.492188,2026-07-07T14:37:00Z
,,10,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,resistance,physical,114342.539062,2026-07-07T14:38:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.498444,2026-07-07T14:25:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.541702,2026-07-07T14:26:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.435959,2026-07-07T14:27:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.474411,2026-07-07T14:28:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.512863,2026-07-07T14:29:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.493637,2026-07-07T14:30:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.450378,2026-07-07T14:31:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.450378,2026-07-07T14:32:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.474411,2026-07-07T14:33:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.421539,2026-07-07T14:34:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.488831,2026-07-07T14:35:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.464798,2026-07-07T14:36:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.493637,2026-07-07T14:37:00Z
,,11,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,value,woodstack,ch01,dell01,MER,gauge,R630,woodstack01-mer,esp32,temp,physical,75.464798,2026-07-07T14:38:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69,2026-07-07T14:25:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69.5,2026-07-07T14:26:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69.5,2026-07-07T14:27:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69.5,2026-07-07T14:28:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69.5,2026-07-07T14:29:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69,2026-07-07T14:30:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:31:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69,2026-07-07T14:32:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:33:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:34:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69.5,2026-07-07T14:35:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-69,2026-07-07T14:36:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:37:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:38:00Z
,,12,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,-70,2026-07-07T14:39:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:25:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:26:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:27:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:28:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76.5,2026-07-07T14:29:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:30:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:31:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:32:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:33:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:34:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:35:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:36:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:37:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76.5,2026-07-07T14:38:00Z
,,13,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,-76,2026-07-07T14:39:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:25:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:26:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-64.5,2026-07-07T14:27:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:28:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:29:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:30:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-64.5,2026-07-07T14:31:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-64,2026-07-07T14:32:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-64.5,2026-07-07T14:33:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:34:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:35:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:36:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:37:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:38:00Z
,,14,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-db,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,-65,2026-07-07T14:39:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,62,2026-07-07T14:25:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,61,2026-07-07T14:26:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,61,2026-07-07T14:27:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,61,2026-07-07T14:28:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,61,2026-07-07T14:29:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,62,2026-07-07T14:30:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:31:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,62,2026-07-07T14:32:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:33:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:34:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,61,2026-07-07T14:35:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,62,2026-07-07T14:36:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:37:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:38:00Z
,,15,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack02-mer,esp32,wifi,physical,60,2026-07-07T14:39:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:25:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:26:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:27:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:28:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,47,2026-07-07T14:29:00Z
